segmento_negocio,prioridad_consumo,categoria,producto_generico,proveedor,marca,ranking_compra,codigo_sku,descripcion,presentacion,tipo_envase,unidades_por_pack,costo_pack_neto,costo_unidad_neto,precio_venta_neto,margen_clp,margen_pct,mercado_min,mercado_max,holgura_mercado,pct_min_mercado,pct_max_mercado,rubro,aplicacion
Industria,1,Lubricante,Aceite engranajes,Vistony,Vistony,2,1000010,BAL TRANSMISION AUTOMATICA - ATF DE 5 GL,5 GL,Balde,1,48366,48366,62875,14510,0.2307692307692308,70000.0,90000.0,20000.0,-0.11332007952286283,-0.4314115308151094,Industria,liviano
Talleres,2,Lubricante,Aceite engranajes,Vistony,Vistony,2,1000010,BAL TRANSMISION AUTOMATICA - ATF DE 5 GL,5 GL,Balde,1,48366,48366,62875,14510,0.2307692307692308,70000.0,90000.0,20000.0,-0.11332007952286283,-0.4314115308151094,Talleres,liviano
Construccion (agro),1,Lubricante,Aceite engranajes,Vistony,Vistony,2,1000010,BAL TRANSMISION AUTOMATICA - ATF DE 5 GL,5 GL,Balde,1,48366,48366,62875,14510,0.2307692307692308,70000.0,90000.0,20000.0,-0.11332007952286283,-0.4314115308151094,Agricola,liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,97,1001373,CAJ06 RAYVON 4T J6000 SAE 15W-50 DE 1L,1 L,Frasco/Botella,6,32521,5420,7046,1626,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Industria,1,Lubricante,Aceite compresores,Vistony,Vistony,1,1000118,BAL AIR COMPRESSOR OIL 46 DE 5 GAL,5 GAL,Balde,1,53177,53177,69130,15953,0.2307692307692308,55000.0,80000.0,25000.0,0.20439751193403732,-0.15723998264140016,Industria,liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,5,1500008,CAJ24 AROMATIZADOR LIMON 59ML,59 ML,Sachet/Spray,24,14192,591,769,177,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Concesionarios,1,Lubricante,10W40 semisintetico,Vistony,Vistony,10,1001390,CAJ06 RAYVON 4T J8000 SAE 10W-40 DE 1L,1 L,Frasco/Botella,6,32843,5474,7116,1642,0.2307692307692308,5000.0,7500.0,2500.0,0.29735806632939854,-0.053962900505902134,Concesionarios,liviano
Talleres,1,Lubricante,10W40 semisintetico,Vistony,Vistony,10,1001390,CAJ06 RAYVON 4T J8000 SAE 10W-40 DE 1L,1 L,Frasco/Botella,6,32843,5474,7116,1642,0.2307692307692308,5000.0,7500.0,2500.0,0.29735806632939854,-0.053962900505902134,Talleres,liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,27,1000039,CAJ30 RAYVON SUPER 2T ROJO DE 1/8 GL,1/8 GL,Frasco/Botella,30,49904,1663,2162,499,0.2307692307692309,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,4,1500004,CAJ24 AROMATIZADOR FLORAL 59ML,59 ML,Sachet/Spray,24,14107,588,764,176,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Concesionarios,2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,8,1200090,CAJ06 COOLANT ICE FREEZE ORGANICO (OAT) CONCENTRADO EXTENDED LIFE GREEN DE 1 GL,1 GL,Galon,6,62398,10400,13520,3120,0.2307692307692308,12000.0,16000.0,4000.0,0.1124260355029586,-0.18343195266272194,Concesionarios,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,8,1200090,CAJ06 COOLANT ICE FREEZE ORGANICO (OAT) CONCENTRADO EXTENDED LIFE GREEN DE 1 GL,1 GL,Galon,6,62398,10400,13520,3120,0.2307692307692308,12000.0,16000.0,4000.0,0.1124260355029586,-0.18343195266272194,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,8,1200090,CAJ06 COOLANT ICE FREEZE ORGANICO (OAT) CONCENTRADO EXTENDED LIFE GREEN DE 1 GL,1 GL,Galon,6,62398,10400,13520,3120,0.2307692307692308,12000.0,16000.0,4000.0,0.1124260355029586,-0.18343195266272194,Agricola,liviano
Concesionarios,1,Lubricante,10W40 semisintetico,Vistony,Vistony,9,1001386,CAJ06 RAYVON 4T J6000 SAE 10W-40 DE 1L,1 L,Frasco/Botella,6,29759,4960,6448,1488,0.2307692307692308,5000.0,7500.0,2500.0,0.2245657568238213,-0.16315136476426795,Concesionarios,liviano
Talleres,1,Lubricante,10W40 semisintetico,Vistony,Vistony,9,1001386,CAJ06 RAYVON 4T J6000 SAE 10W-40 DE 1L,1 L,Frasco/Botella,6,29759,4960,6448,1488,0.2307692307692308,5000.0,7500.0,2500.0,0.2245657568238213,-0.16315136476426795,Talleres,liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,12,1400175,CAJ24 SILICONA WHITE LOTOX AROMA FRESA DE 300 ML,300 ML,Sachet/Spray,24,31026,1293,1681,388,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,7,1500012,CAJ24 AROMATIZADOR MARINO 59ML,59 ML,Sachet/Spray,24,14698,613,797,184,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Concesionarios,3,Grasa,Grasa multiproposito EP2,Vistony,Vistony,3,1100286,BAL GRAFITADA PARA PALIERES DE 35 LIBRAS,35 LIBRAS,Balde,1,76257,76257,99134,22877,0.2307692307692308,60000.0,85000.0,25000.0,0.39475860955877906,0.14257469687493696,Concesionarios,liviano
Talleres,2,Grasa,Grasa multiproposito EP2,Vistony,Vistony,3,1100286,BAL GRAFITADA PARA PALIERES DE 35 LIBRAS,35 LIBRAS,Balde,1,76257,76257,99134,22877,0.2307692307692308,60000.0,85000.0,25000.0,0.39475860955877906,0.14257469687493696,Talleres,liviano
Construccion (agro),1,Grasa,Grasa multiproposito EP2,Vistony,Vistony,3,1100286,BAL GRAFITADA PARA PALIERES DE 35 LIBRAS,35 LIBRAS,Balde,1,76257,76257,99134,22877,0.2307692307692308,60000.0,85000.0,25000.0,0.39475860955877906,0.14257469687493696,Agricola,liviano
Concesionarios,3,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,2,1200096,BAL COOLANT ICE FREEZE ORGANICO (OAT) 50/50 COLOR VERDE DE 5 GL,5 GL,Balde,1,37198,37198,48357,11159,0.2307692307692308,45000.0,65000.0,20000.0,0.06942117997394381,-0.3441694067043035,Concesionarios,liviano
Talleres,2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,2,1200096,BAL COOLANT ICE FREEZE ORGANICO (OAT) 50/50 COLOR VERDE DE 5 GL,5 GL,Balde,1,37198,37198,48357,11159,0.2307692307692308,45000.0,65000.0,20000.0,0.06942117997394381,-0.3441694067043035,Talleres,liviano
Construccion (agro),1,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,2,1200096,BAL COOLANT ICE FREEZE ORGANICO (OAT) 50/50 COLOR VERDE DE 5 GL,5 GL,Balde,1,37198,37198,48357,11159,0.2307692307692308,45000.0,65000.0,20000.0,0.06942117997394381,-0.3441694067043035,Agricola,liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,16,1400185,CAJ12 BRILLANTA LOTOX DE 300 ML,300 ML,Sachet/Spray,12,16762,1397,1816,419,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Concesionarios,2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,5,1200092,CAJ06 COOLANT ICE HEAVY-DUTY HYBRIDO(NOAT) 50/50 EXTENDED LIFE RED DE 1 GL,1 GL,Galon,6,48157,8026,10434,2408,0.2307692307692308,12000.0,16000.0,4000.0,-0.15008625646923512,-0.5334483419589802,Concesionarios,liviano
Flotas,2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,5,1200092,CAJ06 COOLANT ICE HEAVY-DUTY HYBRIDO(NOAT) 50/50 EXTENDED LIFE RED DE 1 GL,1 GL,Galon,6,48157,8026,10434,2408,0.2307692307692308,12000.0,16000.0,4000.0,-0.15008625646923512,-0.5334483419589802,Flotas,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,5,1200092,CAJ06 COOLANT ICE HEAVY-DUTY HYBRIDO(NOAT) 50/50 EXTENDED LIFE RED DE 1 GL,1 GL,Galon,6,48157,8026,10434,2408,0.2307692307692308,12000.0,16000.0,4000.0,-0.15008625646923512,-0.5334483419589802,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,5,1200092,CAJ06 COOLANT ICE HEAVY-DUTY HYBRIDO(NOAT) 50/50 EXTENDED LIFE RED DE 1 GL,1 GL,Galon,6,48157,8026,10434,2408,0.2307692307692308,12000.0,16000.0,4000.0,-0.15008625646923512,-0.5334483419589802,Agricola,liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,15,1500328,CAJ12 LIMPIA PARABRISAS LOTOX DE 1 L,1 L,Frasco/Botella,12,14760,1230,1600,369,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,101,1001205,CAJ12 BRIKSON ATF SYNTH MULTIVEHICULO DE 1L,1 L,Frasco/Botella,12,77064,6422,8349,1927,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Flotas,2,Lubricante,Aceite engranajes,Vistony,Vistony,5,1000102,CAJ06 TRANSMISION AUTOMATICA - ATF DE GLN,1 GLN,Galon,6,75234,12539,16301,3762,0.2307692307692308,18000.0,25000.0,7000.0,-0.10422673455616227,-0.5336482424391142,Flotas,liviano
Industria,2,Lubricante,Aceite engranajes,Vistony,Vistony,5,1000102,CAJ06 TRANSMISION AUTOMATICA - ATF DE GLN,1 GLN,Galon,6,75234,12539,16301,3762,0.2307692307692308,18000.0,25000.0,7000.0,-0.10422673455616227,-0.5336482424391142,Industria,liviano
Talleres,1,Lubricante,Aceite engranajes,Vistony,Vistony,5,1000102,CAJ06 TRANSMISION AUTOMATICA - ATF DE GLN,1 GLN,Galon,6,75234,12539,16301,3762,0.2307692307692308,18000.0,25000.0,7000.0,-0.10422673455616227,-0.5336482424391142,Talleres,liviano
Construccion (agro),2,Lubricante,Aceite engranajes,Vistony,Vistony,5,1000102,CAJ06 TRANSMISION AUTOMATICA - ATF DE GLN,1 GLN,Galon,6,75234,12539,16301,3762,0.2307692307692308,18000.0,25000.0,7000.0,-0.10422673455616227,-0.5336482424391142,Agricola,liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,29,1400094,CAJ12 LIMPIA INYECTORA DE 10 ONZ/296 ML,296 ML,Sachet/Spray,12,32989,2749,3573,825,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,30,1400132,BRAKE CLEANER SPRAY DE 296 ML,296 ML,Sachet/Spray,1,25229,25229,32797,7569,0.2307692307692307,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,25,1200213,CAJ12 LIMPIA VIDRIOS ANTIEMPAÑANTE LOTOX INFINITE DE 500 ML,500 ML,Frasco/Botella,12,19767,1647,2141,494,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,69,1400159,CAJ12 SHAMPOO LOTOX SUPER CONCENTRADO 3 EN 1 DE 1L,1 L,Frasco/Botella,12,34236,2853,3709,856,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,3,1400090,CAJ12 SILICONA RTV COLOR GREASE 85 GR,85 GR,Tarro,12,31106,2592,3370,778,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,1,1000022,COJ RAYVON SUPER 2T AMBAR JASO FB API TC 160 ML,160 ML,Sachet,1,348,348,452,104,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,28,1000028,FRA AQUAOIL SUPER 2T TC-W3 DE 1/8 GL,1/8 GL,Frasco/Botella,1,1674,1674,2176,502,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,29,1000040,FRA RAYVON SUPER 2T ROJO DE 1/8 GL,1/8 GL,Frasco/Botella,1,1688,1688,2194,506,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Flotas,3,Lubricante,Aceite engranajes,Vistony,Vistony,12,1000047,FRA TRANSMISION AUTOMATICA - ATF DE 1/4 GL,1/4 GL,Frasco/Botella,1,3716,3716,4831,1115,0.2307692307692308,5000.0,8000.0,3000.0,-0.0349824052991099,-0.6559718484785759,Flotas,liviano
Industria,3,Lubricante,Aceite engranajes,Vistony,Vistony,12,1000047,FRA TRANSMISION AUTOMATICA - ATF DE 1/4 GL,1/4 GL,Frasco/Botella,1,3716,3716,4831,1115,0.2307692307692308,5000.0,8000.0,3000.0,-0.0349824052991099,-0.6559718484785759,Industria,liviano
Talleres,1,Lubricante,Aceite engranajes,Vistony,Vistony,12,1000047,FRA TRANSMISION AUTOMATICA - ATF DE 1/4 GL,1/4 GL,Frasco/Botella,1,3716,3716,4831,1115,0.2307692307692308,5000.0,8000.0,3000.0,-0.0349824052991099,-0.6559718484785759,Talleres,liviano
Construccion (agro),3,Lubricante,Aceite engranajes,Vistony,Vistony,12,1000047,FRA TRANSMISION AUTOMATICA - ATF DE 1/4 GL,1/4 GL,Frasco/Botella,1,3716,3716,4831,1115,0.2307692307692308,5000.0,8000.0,3000.0,-0.0349824052991099,-0.6559718484785759,Agricola,liviano
Flotas,2,Lubricante,Aceite engranajes,Vistony,Vistony,1,1000103,GL TRANSMISION AUTOMATICA - ATF DE GLN,1 GLN,Galon,1,11014,11014,14318,3304,0.2307692307692308,18000.0,25000.0,7000.0,-0.25715882106439447,-0.7460539181449923,Flotas,liviano
Industria,2,Lubricante,Aceite engranajes,Vistony,Vistony,1,1000103,GL TRANSMISION AUTOMATICA - ATF DE GLN,1 GLN,Galon,1,11014,11014,14318,3304,0.2307692307692308,18000.0,25000.0,7000.0,-0.25715882106439447,-0.7460539181449923,Industria,liviano
Talleres,1,Lubricante,Aceite engranajes,Vistony,Vistony,1,1000103,GL TRANSMISION AUTOMATICA - ATF DE GLN,1 GLN,Galon,1,11014,11014,14318,3304,0.2307692307692308,18000.0,25000.0,7000.0,-0.25715882106439447,-0.7460539181449923,Talleres,liviano
Construccion (agro),2,Lubricante,Aceite engranajes,Vistony,Vistony,1,1000103,GL TRANSMISION AUTOMATICA - ATF DE GLN,1 GLN,Galon,1,11014,11014,14318,3304,0.2307692307692308,18000.0,25000.0,7000.0,-0.25715882106439447,-0.7460539181449923,Agricola,liviano
Flotas,3,Lubricante,Aceite engranajes,Vistony,Vistony,9,1000129,FRA GEAR OIL GL-5 SAE 85W140 DE 0.946 LT,0.946 LT,Frasco/Botella,1,3401,3401,4421,1020,0.2307692307692307,5000.0,8000.0,3000.0,-0.1309658448314861,-0.8095453517303777,Flotas,liviano
Industria,3,Lubricante,Aceite engranajes,Vistony,Vistony,9,1000129,FRA GEAR OIL GL-5 SAE 85W140 DE 0.946 LT,0.946 LT,Frasco/Botella,1,3401,3401,4421,1020,0.2307692307692307,5000.0,8000.0,3000.0,-0.1309658448314861,-0.8095453517303777,Industria,liviano
Talleres,1,Lubricante,Aceite engranajes,Vistony,Vistony,9,1000129,FRA GEAR OIL GL-5 SAE 85W140 DE 0.946 LT,0.946 LT,Frasco/Botella,1,3401,3401,4421,1020,0.2307692307692307,5000.0,8000.0,3000.0,-0.1309658448314861,-0.8095453517303777,Talleres,liviano
Construccion (agro),3,Lubricante,Aceite engranajes,Vistony,Vistony,9,1000129,FRA GEAR OIL GL-5 SAE 85W140 DE 0.946 LT,0.946 LT,Frasco/Botella,1,3401,3401,4421,1020,0.2307692307692307,5000.0,8000.0,3000.0,-0.1309658448314861,-0.8095453517303777,Agricola,liviano
Flotas,3,Lubricante,Aceite engranajes,Vistony,Vistony,7,1000132,FRA GEAR OIL GL-5 SAE 80W90 DE 0.946 LT,0.946 LT,Frasco/Botella,1,3343,3343,4346,1003,0.2307692307692308,5000.0,8000.0,3000.0,-0.15048320294523698,-0.8407731247123793,Flotas,camion_flota
Industria,3,Lubricante,Aceite engranajes,Vistony,Vistony,7,1000132,FRA GEAR OIL GL-5 SAE 80W90 DE 0.946 LT,0.946 LT,Frasco/Botella,1,3343,3343,4346,1003,0.2307692307692308,5000.0,8000.0,3000.0,-0.15048320294523698,-0.8407731247123793,Industria,camion_flota
Talleres,1,Lubricante,Aceite engranajes,Vistony,Vistony,7,1000132,FRA GEAR OIL GL-5 SAE 80W90 DE 0.946 LT,0.946 LT,Frasco/Botella,1,3343,3343,4346,1003,0.2307692307692308,5000.0,8000.0,3000.0,-0.15048320294523698,-0.8407731247123793,Talleres,camion_flota
Construccion (agro),3,Lubricante,Aceite engranajes,Vistony,Vistony,7,1000132,FRA GEAR OIL GL-5 SAE 80W90 DE 0.946 LT,0.946 LT,Frasco/Botella,1,3343,3343,4346,1003,0.2307692307692308,5000.0,8000.0,3000.0,-0.15048320294523698,-0.8407731247123793,Agricola,camion_flota
Flotas,2,Lubricante,Aceite engranajes,Vistony,Vistony,3,1000136,GL GEAR OIL GL-5 SAE 80W90 DE 1 GAL,1 GAL,Galon,1,11434,11434,14865,3430,0.2307692307692308,18000.0,25000.0,7000.0,-0.21089808274470223,-0.6818028927009754,Flotas,camion_flota
Industria,2,Lubricante,Aceite engranajes,Vistony,Vistony,3,1000136,GL GEAR OIL GL-5 SAE 80W90 DE 1 GAL,1 GAL,Galon,1,11434,11434,14865,3430,0.2307692307692308,18000.0,25000.0,7000.0,-0.21089808274470223,-0.6818028927009754,Industria,camion_flota
Talleres,1,Lubricante,Aceite engranajes,Vistony,Vistony,3,1000136,GL GEAR OIL GL-5 SAE 80W90 DE 1 GAL,1 GAL,Galon,1,11434,11434,14865,3430,0.2307692307692308,18000.0,25000.0,7000.0,-0.21089808274470223,-0.6818028927009754,Talleres,camion_flota
Construccion (agro),2,Lubricante,Aceite engranajes,Vistony,Vistony,3,1000136,GL GEAR OIL GL-5 SAE 80W90 DE 1 GAL,1 GAL,Galon,1,11434,11434,14865,3430,0.2307692307692308,18000.0,25000.0,7000.0,-0.21089808274470223,-0.6818028927009754,Agricola,camion_flota
Flotas,2,Lubricante,Aceite engranajes,Vistony,Vistony,2,1000138,GL GEAR OIL GL-5 SAE 85W140 DE GAL,1 GAL,Galon,1,11062,11062,14381,3319,0.2307692307692308,18000.0,25000.0,7000.0,-0.2516514845977331,-0.7384048397190737,Flotas,liviano
Industria,2,Lubricante,Aceite engranajes,Vistony,Vistony,2,1000138,GL GEAR OIL GL-5 SAE 85W140 DE GAL,1 GAL,Galon,1,11062,11062,14381,3319,0.2307692307692308,18000.0,25000.0,7000.0,-0.2516514845977331,-0.7384048397190737,Industria,liviano
Talleres,1,Lubricante,Aceite engranajes,Vistony,Vistony,2,1000138,GL GEAR OIL GL-5 SAE 85W140 DE GAL,1 GAL,Galon,1,11062,11062,14381,3319,0.2307692307692308,18000.0,25000.0,7000.0,-0.2516514845977331,-0.7384048397190737,Talleres,liviano
Construccion (agro),2,Lubricante,Aceite engranajes,Vistony,Vistony,2,1000138,GL GEAR OIL GL-5 SAE 85W140 DE GAL,1 GAL,Galon,1,11062,11062,14381,3319,0.2307692307692308,18000.0,25000.0,7000.0,-0.2516514845977331,-0.7384048397190737,Agricola,liviano
Flotas,3,Lubricante,Aceite engranajes,Vistony,Vistony,1,1000206,CHI GL5 GEAR OIL DE 207 ML,207 ML,Frasco chico,1,1548,1548,2012,464,0.2307692307692308,5000.0,8000.0,3000.0,-1.485089463220676,-2.9761431411530817,Flotas,liviano
Industria,3,Lubricante,Aceite engranajes,Vistony,Vistony,1,1000206,CHI GL5 GEAR OIL DE 207 ML,207 ML,Frasco chico,1,1548,1548,2012,464,0.2307692307692308,5000.0,8000.0,3000.0,-1.485089463220676,-2.9761431411530817,Industria,liviano
Talleres,1,Lubricante,Aceite engranajes,Vistony,Vistony,1,1000206,CHI GL5 GEAR OIL DE 207 ML,207 ML,Frasco chico,1,1548,1548,2012,464,0.2307692307692308,5000.0,8000.0,3000.0,-1.485089463220676,-2.9761431411530817,Talleres,liviano
Construccion (agro),3,Lubricante,Aceite engranajes,Vistony,Vistony,1,1000206,CHI GL5 GEAR OIL DE 207 ML,207 ML,Frasco chico,1,1548,1548,2012,464,0.2307692307692308,5000.0,8000.0,3000.0,-1.485089463220676,-2.9761431411530817,Agricola,liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,61,1000225,FRA AQUAOIL SUPER 2T TC-W3 DE 1/4 GL,1/4 GL,Frasco/Botella,1,2621,2621,3407,786,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,24,1000235,GL ATF BRIKSON III DE GAL,1 GAL,Galon,1,10517,10517,13672,3155,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Construccion,1,Lubricante,Hidraulico ISO 68,Vistony,Vistony,1,1000008,BAL HIDRAULAN 68 DE 5 GAL,5 GAL,Balde,1,35969,35969,46759,10791,0.2307692307692308,40000.0,60000.0,20000.0,0.14454971235484082,-0.2831754314677388,Construccion,liviano
Industria,1,Lubricante,Hidraulico ISO 68,Vistony,Vistony,1,1000008,BAL HIDRAULAN 68 DE 5 GAL,5 GAL,Balde,1,35969,35969,46759,10791,0.2307692307692308,40000.0,60000.0,20000.0,0.14454971235484082,-0.2831754314677388,Industria,liviano
Construccion (agro),1,Lubricante,Hidraulico ISO 68,Vistony,Vistony,1,1000008,BAL HIDRAULAN 68 DE 5 GAL,5 GAL,Balde,1,35969,35969,46759,10791,0.2307692307692308,40000.0,60000.0,20000.0,0.14454971235484082,-0.2831754314677388,Agricola,liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,75,1000237,FRA ATF BRIKSON III DE 1/4 GAL,1/4 GAL,Frasco/Botella,1,3279,3279,4263,984,0.2307692307692309,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Industria,3,Lubricante,Aceite compresores,Vistony,Vistony,1,1000245,FRA AIR COMPRESSOR OIL ISO 46 DE 1/4 GL,1/4 GL,Frasco/Botella,1,2783,2783,3618,835,0.2307692307692308,5000.0,8000.0,3000.0,-0.38197899391929235,-1.211166390270868,Industria,industrial
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,26,1000286,GL BLINDAX SUPER 20W50 API SN DE 1 GAL,1 GAL,Galon,1,10926,10926,14203,3278,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,7,1000019,CAJ75 AQUAOIL SUPER 2T TC-W3 DE 1/8 GL,1/8 GL,Frasco/Botella,75,48545,647,841,194,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,1,1000021,CAJ132 RAYVON SUPER 2T AMBAR JASO FB API TC 160 ML,160 ML,Sachet/Spray,132,45985,348,452,104,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,21,1000038,CAJ12 RAYVON SUPER 2T ROJO DE 1/8 GL,1/8 GL,Frasco/Botella,12,18738,1562,2030,468,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,72,1000351,FRA BLINDAX SUPER 20W50 API SN DE 1/4 GAL,1/4 GAL,Frasco/Botella,1,3167,3167,4117,950,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Construccion,1,Lubricante,Hidraulico ISO 68,Vistony,Vistony,3,1000075,CIL HIDRAULAN 68 DE 55 GA,55 GA,Tambor/Cilindro,1,474330,474330,616630,142299,0.2307692307692308,400000.0,550000.0,150000.0,0.3513127807599371,0.1080550735449135,Construccion,liviano
Industria,1,Lubricante,Hidraulico ISO 68,Vistony,Vistony,3,1000075,CIL HIDRAULAN 68 DE 55 GA,55 GA,Tambor/Cilindro,1,474330,474330,616630,142299,0.2307692307692308,400000.0,550000.0,150000.0,0.3513127807599371,0.1080550735449135,Industria,liviano
Construccion (agro),1,Lubricante,Hidraulico ISO 68,Vistony,Vistony,3,1000075,CIL HIDRAULAN 68 DE 55 GA,55 GA,Tambor/Cilindro,1,474330,474330,616630,142299,0.2307692307692308,400000.0,550000.0,150000.0,0.3513127807599371,0.1080550735449135,Agricola,liviano
Concesionarios,1,Lubricante,5W30 sintetico,Vistony,Vistony,6,1000364,FRA ATTOM SAE 5W30 DE 1/4 GAL,1/4 GAL,Frasco/Botella,1,3593,3593,4671,1078,0.2307692307692308,8500.0,13000.0,4500.0,-0.8197388139584671,-1.7831299507600087,Concesionarios,liviano
Talleres,1,Lubricante,5W30 sintetico,Vistony,Vistony,6,1000364,FRA ATTOM SAE 5W30 DE 1/4 GAL,1/4 GAL,Frasco/Botella,1,3593,3593,4671,1078,0.2307692307692308,8500.0,13000.0,4500.0,-0.8197388139584671,-1.7831299507600087,Talleres,liviano
Concesionarios,2,Lubricante,5W30 sintetico,Vistony,Vistony,2,1000366,GL ATTOM SAE 5W30 DE 1 GAL,1 GAL,Galon,1,12199,12199,15859,3660,0.2307692307692308,28000.0,42000.0,14000.0,-0.7655589885869223,-1.6483384828803835,Concesionarios,liviano
Talleres,1,Lubricante,5W30 sintetico,Vistony,Vistony,2,1000366,GL ATTOM SAE 5W30 DE 1 GAL,1 GAL,Galon,1,12199,12199,15859,3660,0.2307692307692308,28000.0,42000.0,14000.0,-0.7655589885869223,-1.6483384828803835,Talleres,liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,88,1000368,FRA ATTOM RAYVON 4T 15W50 API SN JASO MA2 DE 1 LT,1 LT,Frasco/Botella,1,3846,3846,4999,1154,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,22,1000372,GL SINTEK OIL POWER 10W30 DE 1 GAL,1 GAL,Galon,1,9458,9458,12296,2838,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,80,1000378,FRA SINTEK OIL RAYVON 4T 15W50 API SM JASO MA2 DE 1 L,1 L,Frasco/Botella,1,3461,3461,4499,1038,0.2307692307692307,,,,1.0,1.0,"Talleres,Concesionarios",liviano
