segmento_negocio,prioridad_consumo,categoria,producto_generico,proveedor,marca,ranking_compra,codigo_sku,descripcion,presentacion,tipo_envase,unidades_por_pack,costo_pack_neto,costo_unidad_neto,precio_venta_neto,margen_clp,margen_pct,mercado_min,mercado_max,holgura_mercado,pct_min_mercado,pct_max_mercado,rubro,aplicacion
Concesionarios,2,Lubricante,5W30 sintetico,Vistony,Vistony,1,1000544,CAJ04 ATTOM S320 SAE 5W-30 ACEA C3/API SN DE 5 L,5 L,Bidon,4,70224,17556,22823,5267,0.2307692307692308,28000.0,42000.0,14000.0,-0.22683258116811977,-0.8402488717521799,Concesionarios,liviano
Talleres,1,Lubricante,5W30 sintetico,Vistony,Vistony,1,1000544,CAJ04 ATTOM S320 SAE 5W-30 ACEA C3/API SN DE 5 L,5 L,Bidon,4,70224,17556,22823,5267,0.2307692307692308,28000.0,42000.0,14000.0,-0.22683258116811977,-0.8402488717521799,Talleres,liviano
Concesionarios,2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,2,1200009,CAJ06 LIQUIDO PARA RADIADOR VERDE DE 1 GAL,1 GAL,Galon,6,12203,2034,2644,610,0.2307692307692308,12000.0,16000.0,4000.0,-3.5385779122541603,-5.05143721633888,Concesionarios,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,2,1200009,CAJ06 LIQUIDO PARA RADIADOR VERDE DE 1 GAL,1 GAL,Galon,6,12203,2034,2644,610,0.2307692307692308,12000.0,16000.0,4000.0,-3.5385779122541603,-5.05143721633888,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,2,1200009,CAJ06 LIQUIDO PARA RADIADOR VERDE DE 1 GAL,1 GAL,Galon,6,12203,2034,2644,610,0.2307692307692308,12000.0,16000.0,4000.0,-3.5385779122541603,-5.05143721633888,Agricola,liviano
Concesionarios,2,Lubricante,10W40 semisintetico,Vistony,Vistony,4,1000560,CAJ04 SINTEK OIL S 210 SAE 10W40 ACEA A3/B4 - API SN DE 4L,4 L,Galon,4,54139,13534,17595,4060,0.2307692307692307,18000.0,24000.0,6000.0,-0.023017902813299296,-0.3640238704177323,Concesionarios,liviano
Talleres,1,Lubricante,10W40 semisintetico,Vistony,Vistony,4,1000560,CAJ04 SINTEK OIL S 210 SAE 10W40 ACEA A3/B4 - API SN DE 4L,4 L,Galon,4,54139,13534,17595,4060,0.2307692307692307,18000.0,24000.0,6000.0,-0.023017902813299296,-0.3640238704177323,Talleres,liviano
Concesionarios,2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,6,1200105,CAJ06 COOLANT ICE FREEZE ORGANIC (OAT) 50/50 GREEN - 5 IDIOMAS DE 4L,4 L,Galon,6,43722,7287,9473,2186,0.2307692307692307,12000.0,16000.0,4000.0,-0.26675815475562126,-0.6890108730074951,Concesionarios,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,6,1200105,CAJ06 COOLANT ICE FREEZE ORGANIC (OAT) 50/50 GREEN - 5 IDIOMAS DE 4L,4 L,Galon,6,43722,7287,9473,2186,0.2307692307692307,12000.0,16000.0,4000.0,-0.26675815475562126,-0.6890108730074951,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,6,1200105,CAJ06 COOLANT ICE FREEZE ORGANIC (OAT) 50/50 GREEN - 5 IDIOMAS DE 4L,4 L,Galon,6,43722,7287,9473,2186,0.2307692307692307,12000.0,16000.0,4000.0,-0.26675815475562126,-0.6890108730074951,Agricola,liviano
Flotas,3,Lubricante,Aceite engranajes,Vistony,Vistony,16,1000618,CAJ12 TRANSMEC SYNTHETIC API GL-4 SAE 75W90 DE 1L,1 L,Frasco/Botella,12,55514,4626,6014,1388,0.2307692307692308,5000.0,8000.0,3000.0,0.16860658463584965,-0.33022946458264046,Flotas,camion_flota
Industria,3,Lubricante,Aceite engranajes,Vistony,Vistony,16,1000618,CAJ12 TRANSMEC SYNTHETIC API GL-4 SAE 75W90 DE 1L,1 L,Frasco/Botella,12,55514,4626,6014,1388,0.2307692307692308,5000.0,8000.0,3000.0,0.16860658463584965,-0.33022946458264046,Industria,camion_flota
Talleres,1,Lubricante,Aceite engranajes,Vistony,Vistony,16,1000618,CAJ12 TRANSMEC SYNTHETIC API GL-4 SAE 75W90 DE 1L,1 L,Frasco/Botella,12,55514,4626,6014,1388,0.2307692307692308,5000.0,8000.0,3000.0,0.16860658463584965,-0.33022946458264046,Talleres,camion_flota
Construccion (agro),3,Lubricante,Aceite engranajes,Vistony,Vistony,16,1000618,CAJ12 TRANSMEC SYNTHETIC API GL-4 SAE 75W90 DE 1L,1 L,Frasco/Botella,12,55514,4626,6014,1388,0.2307692307692308,5000.0,8000.0,3000.0,0.16860658463584965,-0.33022946458264046,Agricola,camion_flota
Concesionarios,2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,4,1200083,CAJ06 COOLANT ICE FREEZE ORGANICO (OAT) 50/50 LONG LIFE FUCHSIA DE 4L,4 L,Galon,6,43361,7227,9395,2168,0.2307692307692307,12000.0,16000.0,4000.0,-0.27727514635444384,-0.7030335284725917,Concesionarios,liviano
Flotas,2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,4,1200083,CAJ06 COOLANT ICE FREEZE ORGANICO (OAT) 50/50 LONG LIFE FUCHSIA DE 4L,4 L,Galon,6,43361,7227,9395,2168,0.2307692307692307,12000.0,16000.0,4000.0,-0.27727514635444384,-0.7030335284725917,Flotas,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,4,1200083,CAJ06 COOLANT ICE FREEZE ORGANICO (OAT) 50/50 LONG LIFE FUCHSIA DE 4L,4 L,Galon,6,43361,7227,9395,2168,0.2307692307692307,12000.0,16000.0,4000.0,-0.27727514635444384,-0.7030335284725917,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,4,1200083,CAJ06 COOLANT ICE FREEZE ORGANICO (OAT) 50/50 LONG LIFE FUCHSIA DE 4L,4 L,Galon,6,43361,7227,9395,2168,0.2307692307692307,12000.0,16000.0,4000.0,-0.27727514635444384,-0.7030335284725917,Agricola,liviano
Construccion,1,Lubricante,Hidraulico ISO 68,Vistony,Vistony,2,1000738,BAL DRAULA H 68 DE 5 GL,5 GL,Balde,1,38002,38002,49402,11400,0.2307692307692308,40000.0,60000.0,20000.0,0.19031618153111207,-0.2145257277033319,Construccion,liviano
Industria,1,Lubricante,Hidraulico ISO 68,Vistony,Vistony,2,1000738,BAL DRAULA H 68 DE 5 GL,5 GL,Balde,1,38002,38002,49402,11400,0.2307692307692308,40000.0,60000.0,20000.0,0.19031618153111207,-0.2145257277033319,Industria,liviano
Construccion (agro),1,Lubricante,Hidraulico ISO 68,Vistony,Vistony,2,1000738,BAL DRAULA H 68 DE 5 GL,5 GL,Balde,1,38002,38002,49402,11400,0.2307692307692308,40000.0,60000.0,20000.0,0.19031618153111207,-0.2145257277033319,Agricola,liviano
Flotas,3,Lubricante,Aceite engranajes,Vistony,Vistony,11,1000045,CAJ12 TRANSMISION AUTOMATICA - ATF DE 1/4 GL,1/4 GL,Frasco/Botella,12,44474,3706,4818,1112,0.2307692307692308,5000.0,8000.0,3000.0,-0.03777501037775011,-0.6604400166044002,Flotas,liviano
Industria,3,Lubricante,Aceite engranajes,Vistony,Vistony,11,1000045,CAJ12 TRANSMISION AUTOMATICA - ATF DE 1/4 GL,1/4 GL,Frasco/Botella,12,44474,3706,4818,1112,0.2307692307692308,5000.0,8000.0,3000.0,-0.03777501037775011,-0.6604400166044002,Industria,liviano
Talleres,1,Lubricante,Aceite engranajes,Vistony,Vistony,11,1000045,CAJ12 TRANSMISION AUTOMATICA - ATF DE 1/4 GL,1/4 GL,Frasco/Botella,12,44474,3706,4818,1112,0.2307692307692308,5000.0,8000.0,3000.0,-0.03777501037775011,-0.6604400166044002,Talleres,liviano
Construccion (agro),3,Lubricante,Aceite engranajes,Vistony,Vistony,11,1000045,CAJ12 TRANSMISION AUTOMATICA - ATF DE 1/4 GL,1/4 GL,Frasco/Botella,12,44474,3706,4818,1112,0.2307692307692308,5000.0,8000.0,3000.0,-0.03777501037775011,-0.6604400166044002,Agricola,liviano
Concesionarios,1,Lubricante,5W30 sintetico,Vistony,Vistony,2,1000545,CIL ATTOM S320 SAE 5W-30 ACEA C3/API SN DE 55 GL,55 GL,Tambor/Cilindro,1,648645,648645,843238,194593,0.2307692307692308,1200000.0,1600000.0,400000.0,-0.42308577175127304,-0.8974476956683641,Concesionarios,liviano
Talleres,3,Lubricante,5W30 sintetico,Vistony,Vistony,2,1000545,CIL ATTOM S320 SAE 5W-30 ACEA C3/API SN DE 55 GL,55 GL,Tambor/Cilindro,1,648645,648645,843238,194593,0.2307692307692308,1200000.0,1600000.0,400000.0,-0.42308577175127304,-0.8974476956683641,Talleres,liviano
Flotas,3,Lubricante,Aceite engranajes,Vistony,Vistony,10,1000130,CAJ12 GEAR OIL GL-5 SAE 80W90 DE 0.946 LT,0.946 LT,Frasco/Botella,12,42908,3576,4649,1073,0.2307692307692308,5000.0,8000.0,3000.0,-0.0755001075500108,-0.7208001720800172,Flotas,camion_flota
Industria,3,Lubricante,Aceite engranajes,Vistony,Vistony,10,1000130,CAJ12 GEAR OIL GL-5 SAE 80W90 DE 0.946 LT,0.946 LT,Frasco/Botella,12,42908,3576,4649,1073,0.2307692307692308,5000.0,8000.0,3000.0,-0.0755001075500108,-0.7208001720800172,Industria,camion_flota
Talleres,1,Lubricante,Aceite engranajes,Vistony,Vistony,10,1000130,CAJ12 GEAR OIL GL-5 SAE 80W90 DE 0.946 LT,0.946 LT,Frasco/Botella,12,42908,3576,4649,1073,0.2307692307692308,5000.0,8000.0,3000.0,-0.0755001075500108,-0.7208001720800172,Talleres,camion_flota
Construccion (agro),3,Lubricante,Aceite engranajes,Vistony,Vistony,10,1000130,CAJ12 GEAR OIL GL-5 SAE 80W90 DE 0.946 LT,0.946 LT,Frasco/Botella,12,42908,3576,4649,1073,0.2307692307692308,5000.0,8000.0,3000.0,-0.0755001075500108,-0.7208001720800172,Agricola,camion_flota
Concesionarios,2,Lubricante,10W40 semisintetico,Vistony,Vistony,1,1000806,CAJ06 BLINDAX DUO SAE 10W40 DE 4 LT,4 LT,Galon,6,58234,9706,12617,2912,0.2307692307692308,18000.0,24000.0,6000.0,-0.42664658793691057,-0.9021954505825474,Concesionarios,liviano
Talleres,1,Lubricante,10W40 semisintetico,Vistony,Vistony,1,1000806,CAJ06 BLINDAX DUO SAE 10W40 DE 4 LT,4 LT,Galon,6,58234,9706,12617,2912,0.2307692307692308,18000.0,24000.0,6000.0,-0.42664658793691057,-0.9021954505825474,Talleres,liviano
Concesionarios,2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,4,1200079,CAJ06 COOLANT ICE FREEZE ORGANICO (OAT) 33% GREEN DE 1 GL,1 GL,Galon,6,34998,5833,7583,1750,0.2307692307692308,12000.0,16000.0,4000.0,-0.5824871422919689,-1.109982856389292,Concesionarios,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,4,1200079,CAJ06 COOLANT ICE FREEZE ORGANICO (OAT) 33% GREEN DE 1 GL,1 GL,Galon,6,34998,5833,7583,1750,0.2307692307692308,12000.0,16000.0,4000.0,-0.5824871422919689,-1.109982856389292,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,4,1200079,CAJ06 COOLANT ICE FREEZE ORGANICO (OAT) 33% GREEN DE 1 GL,1 GL,Galon,6,34998,5833,7583,1750,0.2307692307692308,12000.0,16000.0,4000.0,-0.5824871422919689,-1.109982856389292,Agricola,liviano
Industria,1,Lubricante,Hidraulico ISO 32,Vistony,Vistony,1,1000087,BAL DRAULA H 32 DE 5 GAL,5 GAL,Balde,1,41000,41000,53300,12300,0.2307692307692308,40000.0,60000.0,20000.0,0.24953095684803006,-0.12570356472795496,Industria,liviano
Construccion (agro),1,Lubricante,Hidraulico ISO 32,Vistony,Vistony,1,1000087,BAL DRAULA H 32 DE 5 GAL,5 GAL,Balde,1,41000,41000,53300,12300,0.2307692307692308,40000.0,60000.0,20000.0,0.24953095684803006,-0.12570356472795496,Agricola,liviano
Concesionarios,1,Lubricante,10W40 semisintetico,Vistony,Vistony,6,1000622,CAJ12 SINTEK OIL RAYVON 4T SAE 10W40 JASO MA2 DE 1L,1 L,Frasco/Botella,12,42478,3540,4602,1062,0.2307692307692308,5000.0,7500.0,2500.0,-0.08648413733159499,-0.6297262059973925,Concesionarios,liviano
Talleres,1,Lubricante,10W40 semisintetico,Vistony,Vistony,6,1000622,CAJ12 SINTEK OIL RAYVON 4T SAE 10W40 JASO MA2 DE 1L,1 L,Frasco/Botella,12,42478,3540,4602,1062,0.2307692307692308,5000.0,7500.0,2500.0,-0.08648413733159499,-0.6297262059973925,Talleres,liviano
Concesionarios,1,Lubricante,5W30 sintetico,Vistony,Vistony,5,1000570,CAJ12 ATTOM S320 SAE 5W30 ACEA C3/API SN DE 1L,1 L,Frasco/Botella,12,42989,3582,4657,1075,0.2307692307692307,8500.0,13000.0,4500.0,-0.8252093622503758,-1.7914966716770455,Concesionarios,liviano
Talleres,1,Lubricante,5W30 sintetico,Vistony,Vistony,5,1000570,CAJ12 ATTOM S320 SAE 5W30 ACEA C3/API SN DE 1L,1 L,Frasco/Botella,12,42989,3582,4657,1075,0.2307692307692307,8500.0,13000.0,4500.0,-0.8252093622503758,-1.7914966716770455,Talleres,liviano
Flotas,3,Lubricante,Aceite engranajes,Vistony,Vistony,15,1000588,CAJ12 GEAR OIL SYNTHETIC API GL-5 SAE J2360 75W-90 DE 1L,1 L,Frasco/Botella,12,53336,4445,5778,1333,0.2307692307692308,5000.0,8000.0,3000.0,0.13464866735894776,-0.3845621322256836,Flotas,camion_flota
Industria,3,Lubricante,Aceite engranajes,Vistony,Vistony,15,1000588,CAJ12 GEAR OIL SYNTHETIC API GL-5 SAE J2360 75W-90 DE 1L,1 L,Frasco/Botella,12,53336,4445,5778,1333,0.2307692307692308,5000.0,8000.0,3000.0,0.13464866735894776,-0.3845621322256836,Industria,camion_flota
Talleres,1,Lubricante,Aceite engranajes,Vistony,Vistony,15,1000588,CAJ12 GEAR OIL SYNTHETIC API GL-5 SAE J2360 75W-90 DE 1L,1 L,Frasco/Botella,12,53336,4445,5778,1333,0.2307692307692308,5000.0,8000.0,3000.0,0.13464866735894776,-0.3845621322256836,Talleres,camion_flota
Construccion (agro),3,Lubricante,Aceite engranajes,Vistony,Vistony,15,1000588,CAJ12 GEAR OIL SYNTHETIC API GL-5 SAE J2360 75W-90 DE 1L,1 L,Frasco/Botella,12,53336,4445,5778,1333,0.2307692307692308,5000.0,8000.0,3000.0,0.13464866735894776,-0.3845621322256836,Agricola,camion_flota
Concesionarios,1,Lubricante,10W40 semisintetico,Vistony,Vistony,7,1000558,CAJ12 SINTEK OIL S 210 SAE 10W40 ACEA A3/B4 - API SN DE 1L,1 L,Frasco/Botella,12,46163,3847,5001,1154,0.2307692307692308,5000.0,7500.0,2500.0,0.00019996000799837876,-0.4997000599880024,Concesionarios,liviano
Talleres,1,Lubricante,10W40 semisintetico,Vistony,Vistony,7,1000558,CAJ12 SINTEK OIL S 210 SAE 10W40 ACEA A3/B4 - API SN DE 1L,1 L,Frasco/Botella,12,46163,3847,5001,1154,0.2307692307692308,5000.0,7500.0,2500.0,0.00019996000799837876,-0.4997000599880024,Talleres,liviano
Concesionarios,2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,2,1200035,CAJ06 LIQUIDO PARA RADIADOR ROJO - 1 GAL,1 GAL,Galon,6,10891,1815,2360,545,0.2307692307692308,12000.0,16000.0,4000.0,-4.084745762711864,-5.779661016949152,Concesionarios,liviano
Flotas,2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,2,1200035,CAJ06 LIQUIDO PARA RADIADOR ROJO - 1 GAL,1 GAL,Galon,6,10891,1815,2360,545,0.2307692307692308,12000.0,16000.0,4000.0,-4.084745762711864,-5.779661016949152,Flotas,liviano
Talleres,1,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,2,1200035,CAJ06 LIQUIDO PARA RADIADOR ROJO - 1 GAL,1 GAL,Galon,6,10891,1815,2360,545,0.2307692307692308,12000.0,16000.0,4000.0,-4.084745762711864,-5.779661016949152,Talleres,liviano
Construccion (agro),2,Refrigerante/Aditivo Diesel,Refrigerante rojo OAT,Vistony,Vistony,2,1200035,CAJ06 LIQUIDO PARA RADIADOR ROJO - 1 GAL,1 GAL,Galon,6,10891,1815,2360,545,0.2307692307692308,12000.0,16000.0,4000.0,-4.084745762711864,-5.779661016949152,Agricola,liviano
Concesionarios,2,Lubricante,5W30 sintetico,Vistony,Vistony,6,1001413,CAJ04 ATTOM S400 SAE 5W-30 API SQ DE 4L,4 L,Galon,4,62633,15658,20356,4698,0.2307692307692308,28000.0,42000.0,14000.0,-0.37551581843191206,-1.0632737276478679,Concesionarios,liviano
Talleres,1,Lubricante,5W30 sintetico,Vistony,Vistony,6,1001413,CAJ04 ATTOM S400 SAE 5W-30 API SQ DE 4L,4 L,Galon,4,62633,15658,20356,4698,0.2307692307692308,28000.0,42000.0,14000.0,-0.37551581843191206,-1.0632737276478679,Talleres,liviano
Concesionarios,2,Lubricante,5W30 sintetico,Vistony,Vistony,4,1000770,CAJ04 ATTOM S400 SAE 5W30 API SP DE 1 GL,1 GL,Galon,4,53112,13278,17262,3984,0.2307692307692308,28000.0,42000.0,14000.0,-0.6220600162206003,-1.4330900243309004,Concesionarios,liviano
Talleres,1,Lubricante,5W30 sintetico,Vistony,Vistony,4,1000770,CAJ04 ATTOM S400 SAE 5W30 API SP DE 1 GL,1 GL,Galon,4,53112,13278,17262,3984,0.2307692307692308,28000.0,42000.0,14000.0,-0.6220600162206003,-1.4330900243309004,Talleres,liviano
Concesionarios,3,Lubricante,5W40 sintetico,Vistony,Vistony,2,1000411,BAL FORZA PLUS SAE 15W40 DE 5 GAL,5 GAL,Balde,1,53245,53245,69218,15973,0.2307692307692308,55000.0,80000.0,25000.0,0.20540899765956833,-0.15576873067699148,Concesionarios,liviano
Talleres,2,Lubricante,5W40 sintetico,Vistony,Vistony,2,1000411,BAL FORZA PLUS SAE 15W40 DE 5 GAL,5 GAL,Balde,1,53245,53245,69218,15973,0.2307692307692308,55000.0,80000.0,25000.0,0.20540899765956833,-0.15576873067699148,Talleres,liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,87,1000781,CAJ12 SINTEK OIL RAYVON 4T 20W50 DE 1 L,1 L,Frasco/Botella,12,45097,3758,4886,1128,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Concesionarios,2,Lubricante,5W40 sintetico,Vistony,Vistony,3,1000409,CAJ06 FORZA PLUS SAE 15W40 DE 1 GAL,1 GAL,Galon,6,73476,12246,15920,3674,0.2307692307692308,28000.0,42000.0,14000.0,-0.7587939698492463,-1.6381909547738696,Concesionarios,liviano
Talleres,1,Lubricante,5W40 sintetico,Vistony,Vistony,3,1000409,CAJ06 FORZA PLUS SAE 15W40 DE 1 GAL,1 GAL,Galon,6,73476,12246,15920,3674,0.2307692307692308,28000.0,42000.0,14000.0,-0.7587939698492463,-1.6381909547738696,Talleres,liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,23,1400100,CAJ12 SPRAY LIMPIA CARBURADOR 10 ONZ / 296 ML,296 ML,Sachet/Spray,12,27044,2254,2930,676,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,23,1000835,CAJ06 BLINDAX S-CLASS SAE 20W-50 API SG DE 4L,4 L,Galon,6,61212,10202,13262,3060,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),2,Lubricante,Otros,Vistony,Vistony,2,1100010,BAL CHASIS SUPER H-2 ROJO DE 35 LIBRAS,35 LIBRAS,Balde,1,39203,39203,50964,11761,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,67,1000600,CAJ12 BLINDAX S-CLASS SAE 20W-50 API SG DE 1L,1 L,Frasco/Botella,12,33633,2802,3643,841,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Concesionarios,1,Lubricante,10W40 semisintetico,Vistony,Vistony,1,1000541,CIL SINTEK OIL S210 SAE 10W40 ACEA A3/B4 API SN DE 55 GL,55 GL,Tambor/Cilindro,1,573848,573848,746002,172154,0.2307692307692308,550000.0,750000.0,200000.0,0.2627365610279865,-0.005359234961836545,Concesionarios,liviano
Talleres,3,Lubricante,10W40 semisintetico,Vistony,Vistony,1,1000541,CIL SINTEK OIL S210 SAE 10W40 ACEA A3/B4 API SN DE 55 GL,55 GL,Tambor/Cilindro,1,573848,573848,746002,172154,0.2307692307692308,550000.0,750000.0,200000.0,0.2627365610279865,-0.005359234961836545,Talleres,liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,28,1400096,CAJ12 AFLOJATODO SUPER ZK-90 DE 10 ONZ.,10 ONZ,Sachet/Spray,12,28294,2358,3065,707,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Construccion,1,Lubricante,Hidraulico ISO 68,Vistony,Vistony,2,1000740,CIL DRAULA H 68 DE 55GL,55 GL,Tambor/Cilindro,1,406510,406510,528464,121953,0.2307692307692308,400000.0,550000.0,150000.0,0.2430894062793303,-0.04075206636592088,Construccion,liviano
Industria,1,Lubricante,Hidraulico ISO 68,Vistony,Vistony,2,1000740,CIL DRAULA H 68 DE 55GL,55 GL,Tambor/Cilindro,1,406510,406510,528464,121953,0.2307692307692308,400000.0,550000.0,150000.0,0.2430894062793303,-0.04075206636592088,Industria,liviano
Construccion (agro),1,Lubricante,Hidraulico ISO 68,Vistony,Vistony,2,1000740,CIL DRAULA H 68 DE 55GL,55 GL,Tambor/Cilindro,1,406510,406510,528464,121953,0.2307692307692308,400000.0,550000.0,150000.0,0.2430894062793303,-0.04075206636592088,Agricola,liviano
Concesionarios,3,Lubricante,5W40 sintetico,Vistony,Vistony,4,1000452,BAL FORZA ADVANCED SAE 15W40 DE 5 DE GAL,1 GAL,Balde,1,57886,57886,75251,17366,0.2307692307692308,28000.0,42000.0,14000.0,0.62791192143626,0.44186788215439,Concesionarios,liviano
Talleres,2,Lubricante,5W40 sintetico,Vistony,Vistony,4,1000452,BAL FORZA ADVANCED SAE 15W40 DE 5 DE GAL,1 GAL,Balde,1,57886,57886,75251,17366,0.2307692307692308,28000.0,42000.0,14000.0,0.62791192143626,0.44186788215439,Talleres,liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,9,1200235,CAJ06 ICE FREEZE GMPLUS 50/50 ORANGE DE 1 GAL,1 GAL,Galon,6,43982,7330,9530,2199,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Lubricante,Otros,Vistony,Vistony,86,1000379,CAJ12 RAYVON SUPER 4T 20W50 API SM JASO MA2 DE 1 L,1 L,Frasco/Botella,12,44334,3694,4803,1108,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Venta Libre (No Especifico),1,Quimico/Cuidado vehicular,Otros,Vistony,Vistony,27,1400102,CAJ12 SPRAY LIMPIA CONTACTO DE 10 ONZ / 296ML,296 ML,Sachet/Spray,12,27537,2294,2983,688,0.2307692307692308,,,,1.0,1.0,"Talleres,Concesionarios",liviano
Concesionarios,1,Lubricante,5W40 sintetico,Vistony,Vistony,3,1000469,CIL FORZA RAYGOLD SAE 15W40 API CK-4 DE 55 GAL,55 GAL,Tambor/Cilindro,1,555226,555226,721794,166568,0.2307692307692308,1200000.0,1600000.0,400000.0,-0.6625242105088156,-1.2166989473450873,Concesionarios,camion_flota
Talleres,3,Lubricante,5W40 sintetico,Vistony,Vistony,3,1000469,CIL FORZA RAYGOLD SAE 15W40 API CK-4 DE 55 GAL,55 GAL,Tambor/Cilindro,1,555226,555226,721794,166568,0.2307692307692308,1200000.0,1600000.0,400000.0,-0.6625242105088156,-1.2166989473450873,Talleres,camion_flota
Concesionarios,3,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,3,1200033,BAL LIQUIDO PARA RADIADOR VERDE 5 GL,5 GL,Balde,1,7942,39712,51626,11914,0.2307692307692308,45000.0,65000.0,20000.0,0.1283461821562778,-0.25905551466315413,Concesionarios,liviano
Talleres,2,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,3,1200033,BAL LIQUIDO PARA RADIADOR VERDE 5 GL,5 GL,Balde,1,7942,39712,51626,11914,0.2307692307692308,45000.0,65000.0,20000.0,0.1283461821562778,-0.25905551466315413,Talleres,liviano
Construccion (agro),1,Refrigerante/Aditivo Diesel,Refrigerante verde convencional,Vistony,Vistony,3,1200033,BAL LIQUIDO PARA RADIADOR VERDE 5 GL,5 GL,Balde,1,7942,39712,51626,11914,0.2307692307692308,45000.0,65000.0,20000.0,0.1283461821562778,-0.25905551466315413,Agricola,liviano
Concesionarios,1,Grasa,Grasa multiproposito EP2,Vistony,Vistony,2,1100184,CAJ12 GRASA LITHIUM WHITE DE 10 ONZ/296 ML,296 ML,Sachet/Spray,12,33273,2773,3605,832,0.2307692307692308,4500.0,7000.0,2500.0,-0.24826629680998602,-0.941747572815534,Concesionarios,liviano
Talleres,1,Grasa,Grasa multiproposito EP2,Vistony,Vistony,2,1100184,CAJ12 GRASA LITHIUM WHITE DE 10 ONZ/296 ML,296 ML,Sachet/Spray,12,33273,2773,3605,832,0.2307692307692308,4500.0,7000.0,2500.0,-0.24826629680998602,-0.941747572815534,Talleres,liviano
Construccion (agro),3,Grasa,Grasa multiproposito EP2,Vistony,Vistony,2,1100184,CAJ12 GRASA LITHIUM WHITE DE 10 ONZ/296 ML,296 ML,Sachet/Spray,12,33273,2773,3605,832,0.2307692307692308,4500.0,7000.0,2500.0,-0.24826629680998602,-0.941747572815534,Agricola,liviano
Construccion (agro),1,Grasa,Grasa de litio EP2,Vistony,Vistony,2,1100008,BAL EP-2 LITHIUM MULTIPROPOSITO ROJO DE 35 LIBRAS,35 LIBRAS,Balde,1,50529,50529,65687,15159,0.2307692307692308,60000.0,85000.0,25000.0,0.08657725272885042,-0.2940155586341284,Agricola,liviano
Concesionarios,1,Lubricante,10W40 semisintetico,Vistony,Vistony,4,1000808,CAJ12 BLINDAX DUO SAE 10W40 DE 1 LT,1 LT,Frasco/Botella,12,39218,3268,4248,980,0.2307692307692309,5000.0,7500.0,2500.0,-0.17702448210922794,-0.7655367231638419,Concesionarios,liviano
Talleres,1,Lubricante,10W40 semisintetico,Vistony,Vistony,4,1000808,CAJ12 BLINDAX DUO SAE 10W40 DE 1 LT,1 LT,Frasco/Botella,12,39218,3268,4248,980,0.2307692307692309,5000.0,7500.0,2500.0,-0.17702448210922794,-0.7655367231638419,Talleres,liviano
